age,marital,education,balance,housing,loan,duration,y
35,married,tertiary,0,yes,no,148,no
45,married,tertiary,-642,no,no,124,no
51,married,secondary,949,no,no,1092,yes
45,married,primary,678,no,no,104,no
47,married,secondary,718,yes,yes,195,no
60,married,tertiary,4063,no,no,56,no
45,divorced,tertiary,335,no,no,297,no
50,married,secondary,4855,no,no,720,yes
51,married,secondary,227,no,no,231,no
53,divorced,secondary,519,yes,no,126,no
55,married,primary,4424,no,no,67,no
58,married,secondary,571,no,no,54,no
60,married,secondary,0,no,no,202,no
41,single,secondary,40,no,no,149,no
32,single,tertiary,710,no,no,683,no
32,single,tertiary,127,no,no,168,no
43,married,tertiary,192,no,no,203,no
43,married,secondary,2126,no,no,92,no
53,married,secondary,879,no,no,176,no
50,married,secondary,350,no,no,66,no
49,single,secondary,1377,no,no,935,yes
48,married,secondary,1573,no,no,165,no
33,divorced,tertiary,2885,no,no,1051,yes
32,married,secondary,524,no,no,493,no
48,married,tertiary,-4,no,no,97,no
55,married,primary,512,no,no,1200,yes
38,married,tertiary,1980,no,no,176,no
42,married,tertiary,921,no,no,531,yes
47,married,primary,32,no,no,231,no
44,married,tertiary,7485,no,no,187,no
51,married,secondary,717,no,no,141,no
46,married,primary,13118,no,no,414,no
60,married,secondary,0,no,no,143,no
46,married,secondary,664,no,no,295,no
58,married,tertiary,14922,no,no,68,no
59,married,secondary,1040,no,no,123,no
52,married,secondary,1000,no,no,766,yes
52,divorced,tertiary,64,no,no,27,no
43,single,tertiary,2169,no,no,229,no
52,married,tertiary,547,no,no,112,no
50,married,primary,604,no,no,104,no
37,married,secondary,0,no,no,409,no
38,married,tertiary,202,no,no,1311,yes
59,married,secondary,1035,yes,yes,223,no
43,divorced,secondary,-36,yes,no,292,no
44,married,tertiary,1788,no,no,166,no
49,married,secondary,2254,no,no,77,no
32,married,tertiary,28,no,no,287,no
57,married,primary,286,no,no,100,no
47,married,secondary,0,no,no,109,no
31,single,tertiary,155,yes,no,291,no
44,single,secondary,421,no,yes,307,no
42,married,tertiary,3530,no,no,33,no
30,married,secondary,66,no,yes,239,no
44,married,secondary,2857,no,no,318,no
56,married,secondary,388,yes,no,80,no
51,married,secondary,2918,no,no,193,no
32,married,secondary,67,no,no,153,no
37,married,secondary,5953,no,no,1113,no
47,married,primary,699,no,no,203,no
60,married,tertiary,1766,no,no,344,no
45,married,primary,323,no,no,197,no
53,married,unknown,1230,no,no,155,no
55,married,tertiary,169,no,yes,618,yes
45,married,secondary,0,no,no,196,no
49,married,tertiary,3726,no,no,875,yes
60,married,tertiary,3876,no,yes,445,no
49,married,secondary,381,no,no,504,no
39,married,tertiary,13021,no,no,425,no
54,single,secondary,224,no,no,134,no
34,married,tertiary,482,no,no,56,no
39,married,tertiary,8195,no,no,121,no
54,married,tertiary,0,no,no,214,no
53,married,tertiary,1343,no,no,129,no
49,married,secondary,195,no,no,211,no
51,married,secondary,434,no,no,513,no
58,married,tertiary,332,no,no,371,no
56,divorced,secondary,146,yes,no,419,yes
38,married,tertiary,950,no,no,210,no
48,married,secondary,547,no,no,459,no
30,single,tertiary,552,yes,no,648,no
35,married,tertiary,489,no,no,592,no
48,married,tertiary,770,no,yes,263,no
35,divorced,tertiary,473,no,yes,37,no
33,divorced,secondary,488,no,no,332,no
58,divorced,secondary,-123,no,no,131,no
46,married,secondary,940,no,no,1227,yes
49,married,primary,468,no,no,608,no
50,married,secondary,486,yes,no,203,no
33,married,tertiary,2728,no,no,295,no
51,divorced,tertiary,1028,no,no,178,no
31,single,tertiary,1377,no,no,371,no
57,married,primary,0,no,no,147,no
50,married,unknown,37,no,no,307,no
34,married,tertiary,218,no,no,109,no
53,married,secondary,1373,no,no,78,no
30,single,tertiary,1571,no,no,996,no
31,single,tertiary,84,no,no,157,no
42,married,tertiary,223,no,no,92,no
52,married,tertiary,499,no,no,115,no
57,married,secondary,1230,no,no,78,no
31,married,secondary,7,no,no,116,no
56,married,secondary,753,no,yes,314,no
51,married,secondary,-267,no,yes,91,no
36,single,tertiary,546,yes,no,91,no
44,married,tertiary,1242,yes,no,384,no
56,married,tertiary,1483,no,no,46,no
44,married,secondary,3444,no,no,212,no
33,married,primary,0,no,no,139,no
57,divorced,tertiary,734,no,no,1357,yes
42,married,secondary,-197,yes,no,66,no
55,married,secondary,953,yes,yes,125,no
50,single,secondary,330,no,no,376,no
61,married,secondary,77,no,no,455,yes
50,divorced,tertiary,3211,yes,no,146,no
42,married,tertiary,0,no,no,81,no
33,married,secondary,2727,no,no,205,no
45,married,unknown,3114,no,no,192,no
58,married,secondary,688,no,no,152,no
38,single,tertiary,0,no,no,89,no
45,married,secondary,925,no,no,406,yes
32,single,tertiary,632,no,yes,103,no
39,married,secondary,0,no,no,84,no
46,married,secondary,44,no,no,175,no
56,married,secondary,0,no,no,113,no
51,married,secondary,1178,no,no,530,no
48,married,secondary,1526,no,no,273,no
39,married,tertiary,1836,no,no,902,yes
50,married,tertiary,2050,no,no,158,no
46,married,secondary,660,no,no,740,yes
57,married,primary,53,no,no,86,no
43,married,secondary,5704,yes,no,139,no
53,divorced,tertiary,269,no,no,347,no
43,married,tertiary,136,no,no,120,no
48,married,secondary,7020,no,no,80,no
49,divorced,tertiary,178,no,no,174,no
41,married,secondary,3432,no,no,140,no
51,married,secondary,187,yes,no,277,no
30,single,tertiary,1495,no,no,898,no
34,single,tertiary,681,no,no,637,yes
59,married,secondary,0,no,no,142,no
38,married,tertiary,184,no,no,224,no
32,married,secondary,0,no,no,254,no
46,married,secondary,398,yes,yes,128,no
54,married,unknown,0,no,no,189,no
48,married,tertiary,3766,no,no,206,no
54,divorced,tertiary,787,no,no,90,no
30,single,secondary,4749,no,no,220,no
36,married,tertiary,163,no,no,311,no
43,single,tertiary,1304,no,no,501,yes
33,married,primary,580,no,no,209,no
34,married,secondary,2956,no,no,835,yes
42,married,tertiary,3718,yes,no,50,no
33,single,secondary,2915,no,no,126,no
40,married,tertiary,3812,no,no,58,no
49,married,secondary,739,yes,no,182,no
51,married,secondary,122,no,yes,499,no
35,divorced,tertiary,146,no,no,720,yes
44,married,tertiary,1858,no,no,113,no
36,divorced,tertiary,36,no,no,836,yes
50,married,secondary,616,yes,no,439,no
60,married,secondary,1145,no,no,167,no
50,divorced,secondary,535,no,no,102,no
31,married,tertiary,338,no,no,184,no
56,married,secondary,-8,no,no,159,no
41,married,tertiary,680,no,no,117,no
39,married,tertiary,94,no,no,181,no
49,married,secondary,-42,no,no,585,no
34,married,tertiary,0,no,no,139,no
41,married,tertiary,103,no,yes,65,no
45,divorced,tertiary,1,no,no,490,yes
46,married,tertiary,765,no,no,71,no
35,married,tertiary,118,no,no,358,no
37,divorced,secondary,4965,no,no,222,no
37,married,secondary,1863,no,no,163,no
37,married,tertiary,392,no,no,115,no
45,single,secondary,142,no,yes,99,no
43,married,primary,385,no,no,359,no
44,married,secondary,313,no,no,211,no
45,married,primary,2433,no,no,133,no
50,married,secondary,1412,no,no,131,no
59,married,primary,96,no,no,88,no
52,married,primary,1364,yes,no,164,no
47,married,unknown,270,no,no,467,no
39,divorced,tertiary,5988,yes,yes,225,no
47,married,secondary,2480,no,no,763,yes
42,married,tertiary,24780,no,no,184,no
57,married,secondary,29,no,no,122,no
55,married,primary,628,no,yes,123,no
30,single,tertiary,2876,no,no,103,no
42,married,tertiary,14282,yes,no,649,yes
36,married,secondary,577,no,no,88,no
48,divorced,tertiary,249,no,no,293,no
34,married,secondary,182,no,no,938,yes
56,single,primary,801,no,no,931,no
52,married,secondary,3151,no,no,89,no
35,married,secondary,533,no,no,221,no
54,married,secondary,506,yes,no,126,no
45,married,secondary,333,no,yes,166,no
40,single,tertiary,0,no,no,641,yes
44,married,secondary,1901,no,no,165,no
52,married,secondary,2079,no,no,68,no
55,married,unknown,6134,no,no,127,no
58,married,secondary,1191,no,no,78,no
47,married,secondary,-1,no,no,302,no
43,married,tertiary,-127,no,no,400,no
53,married,primary,1138,yes,no,375,no
35,married,tertiary,284,no,yes,258,no
40,divorced,secondary,311,no,no,738,yes
34,married,secondary,265,no,no,329,no
48,married,primary,483,no,no,119,no
55,married,tertiary,0,no,no,341,no
58,married,secondary,13189,no,yes,181,no
35,married,tertiary,249,yes,no,127,no
43,married,tertiary,0,no,no,124,no
39,married,tertiary,1112,no,no,232,no
60,married,primary,957,no,no,224,no
59,married,primary,1390,no,yes,148,no
55,divorced,secondary,689,yes,no,174,no
55,married,primary,0,yes,no,113,no
48,divorced,tertiary,855,no,no,68,no
48,married,secondary,35,no,no,232,no
53,married,primary,421,no,no,376,no
30,married,tertiary,1119,no,no,199,no
41,married,secondary,501,no,no,150,no
60,married,primary,2221,no,no,2191,no
49,married,secondary,153,no,no,123,no
41,married,secondary,55,yes,no,185,no
32,divorced,secondary,-352,no,yes,275,no
60,married,secondary,1025,no,no,388,no
31,married,secondary,33,no,no,165,no
33,married,tertiary,849,yes,no,89,no
39,married,primary,6999,no,no,111,no
60,divorced,secondary,151,no,no,160,no
54,divorced,secondary,320,no,no,254,no
32,married,secondary,560,no,no,1044,yes
33,single,tertiary,764,no,no,244,no
46,married,secondary,250,no,no,84,no
37,married,secondary,1558,no,no,499,no
48,divorced,tertiary,174,no,no,290,no
48,married,secondary,490,no,no,136,no
42,single,tertiary,135,no,no,384,no
47,married,secondary,3973,no,no,732,no
37,divorced,secondary,566,yes,no,168,no
33,single,secondary,3059,no,yes,482,yes
57,married,tertiary,0,no,no,100,no
30,married,tertiary,1403,no,no,136,no
59,married,secondary,136,no,no,301,no
30,single,tertiary,7788,no,no,391,no
31,single,secondary,200,no,no,315,no
56,married,secondary,144,no,no,184,no
49,married,tertiary,0,no,no,44,no
35,single,tertiary,0,yes,no,411,no
42,married,tertiary,9261,yes,no,120,no
36,married,secondary,361,no,no,188,no
46,single,tertiary,3133,no,no,411,no
49,married,tertiary,322,no,no,72,no
56,married,primary,334,no,no,128,no
32,single,secondary,145,no,no,135,no
48,married,primary,783,no,yes,90,no
50,single,tertiary,0,yes,no,102,no
31,married,tertiary,8279,no,no,533,no
44,married,tertiary,22,yes,no,265,no
48,married,secondary,473,no,yes,198,no
36,married,secondary,129,yes,no,64,no
59,married,primary,638,no,no,170,no
41,divorced,secondary,0,no,no,438,no
58,married,primary,47,no,no,281,no
59,married,secondary,263,no,no,601,no
57,married,primary,0,yes,no,83,no
46,married,tertiary,51,no,no,39,no
48,married,secondary,1939,yes,yes,163,no
36,married,tertiary,2660,no,no,252,no
40,single,secondary,57,no,yes,102,no
46,married,secondary,716,no,no,131,no
48,married,secondary,2054,yes,no,127,no
50,married,secondary,3025,no,yes,168,no
32,married,tertiary,1423,no,no,1249,yes
33,single,tertiary,1097,no,yes,308,no
46,married,primary,248,no,yes,196,no
60,married,primary,1720,no,no,115,no
32,married,tertiary,421,no,no,851,no
37,single,secondary,-56,yes,no,291,no
43,married,secondary,1109,yes,no,64,no
57,married,tertiary,624,no,no,224,no
46,married,primary,874,no,no,996,yes
57,married,tertiary,163,no,no,83,no
36,single,tertiary,900,no,no,499,no
32,single,tertiary,1068,no,no,175,no
48,married,primary,4459,yes,no,536,no
43,married,tertiary,690,yes,no,171,no
37,married,tertiary,2401,no,no,203,no
51,married,secondary,223,no,no,132,no
52,married,primary,10,no,no,588,no
48,married,secondary,0,no,no,311,no
32,married,primary,286,yes,no,175,no
47,single,tertiary,324,no,yes,72,no
50,divorced,secondary,75,yes,no,101,no
32,single,tertiary,6359,no,no,184,no
58,married,secondary,4,no,yes,147,no
45,married,secondary,140,yes,no,192,no
49,married,secondary,141,no,no,275,no
50,married,secondary,-79,no,yes,138,no
32,married,secondary,2556,no,no,269,no
38,married,tertiary,178,no,no,170,no
30,single,tertiary,1081,no,no,377,no
46,married,secondary,363,yes,no,209,no
50,married,secondary,10757,yes,no,276,no
31,single,tertiary,130,no,no,160,no
36,single,tertiary,46,yes,no,459,no
35,married,secondary,-116,no,yes,339,no
53,married,secondary,1225,no,no,70,no
46,married,primary,0,no,no,322,no
34,married,unknown,4535,no,no,54,no
33,divorced,secondary,422,no,no,406,no
50,married,secondary,-70,no,no,386,no
46,married,primary,575,no,no,127,no
45,married,secondary,22,no,yes,276,no
55,married,tertiary,41923,no,no,69,no
42,married,tertiary,446,no,no,286,no
40,married,tertiary,713,no,no,433,no
41,single,secondary,911,no,no,292,no
39,married,secondary,425,yes,no,562,no
35,married,tertiary,0,no,no,543,no
46,divorced,secondary,225,no,no,530,no
43,married,tertiary,5926,no,no,685,no
49,married,secondary,284,yes,no,131,no
38,married,tertiary,180,no,no,258,no
59,married,unknown,64343,no,no,45,no
42,married,primary,128,no,no,492,no
48,married,primary,1203,no,no,61,no
48,married,secondary,504,no,yes,227,no
46,married,primary,1085,no,no,265,no
49,divorced,tertiary,651,no,yes,79,no
32,married,secondary,374,no,no,119,no
42,married,tertiary,60,no,no,426,no
32,married,tertiary,71,no,no,80,no
45,married,secondary,38,yes,no,307,no
34,single,tertiary,2576,yes,yes,236,no
32,married,tertiary,500,no,no,105,no
44,married,tertiary,4333,no,no,68,no
38,married,secondary,5003,no,no,275,no
46,married,primary,0,no,no,178,no
41,married,secondary,-832,no,no,226,no
52,married,primary,2091,no,no,181,no
44,married,secondary,339,yes,yes,244,no
52,married,secondary,1815,no,no,131,no
46,married,secondary,0,no,no,132,no
30,single,tertiary,223,no,no,106,no
39,single,tertiary,0,no,no,135,no
48,married,secondary,2850,yes,no,107,no
50,married,secondary,706,yes,no,1250,yes
51,married,primary,7098,no,no,1471,yes
30,single,tertiary,5389,no,no,1456,yes
57,married,tertiary,4043,yes,no,122,no
54,married,primary,6812,yes,no,108,no
56,married,secondary,0,no,yes,110,no
38,married,secondary,1097,no,yes,186,no
31,single,tertiary,418,no,no,67,no
51,married,tertiary,0,no,no,297,no
39,married,tertiary,94,no,no,70,no
51,married,tertiary,10077,no,no,93,no
34,divorced,secondary,291,no,no,91,no
49,married,secondary,0,no,no,301,no
49,married,unknown,2635,no,no,88,no
35,married,secondary,1055,yes,no,261,no
47,married,unknown,1660,no,no,187,no
52,married,primary,420,no,no,139,no
50,married,secondary,106,no,yes,59,no
37,single,tertiary,2505,no,no,420,no
43,married,tertiary,11754,no,no,352,no
42,married,tertiary,-323,yes,no,135,no
48,divorced,secondary,791,no,no,219,no
38,single,tertiary,3813,no,no,117,no
52,married,secondary,0,no,no,82,no
41,married,secondary,634,no,no,122,no
41,single,tertiary,0,no,no,91,no
37,married,tertiary,649,no,no,64,no
45,married,secondary,2603,yes,yes,235,no
36,single,secondary,67,no,no,67,no
34,single,tertiary,873,yes,no,267,no
30,married,tertiary,2283,no,no,74,no
38,married,tertiary,-34,yes,no,131,no
55,divorced,secondary,284,yes,no,78,no
33,married,tertiary,340,no,no,402,no
31,single,secondary,40,no,no,123,no
32,married,primary,1349,yes,no,132,no
34,divorced,tertiary,674,yes,no,587,yes
48,married,secondary,566,no,no,51,no
43,married,tertiary,1663,no,no,185,no
35,divorced,tertiary,20,yes,yes,51,no
45,married,secondary,1732,no,no,163,no
56,married,tertiary,3120,yes,no,666,no
40,married,secondary,1076,no,no,326,no
51,married,primary,183,no,yes,292,no
39,single,secondary,1104,no,no,395,yes
31,married,secondary,54,no,no,137,no
47,married,secondary,3070,no,no,663,yes
30,single,tertiary,868,no,no,387,no
39,married,tertiary,4765,yes,no,108,no
58,married,secondary,2690,no,no,142,no
38,married,secondary,46,no,no,48,no
49,married,secondary,406,yes,yes,253,no
47,married,tertiary,3690,no,no,228,no
30,married,secondary,371,no,no,124,no
35,married,tertiary,260,no,no,358,no
52,divorced,secondary,204,no,no,134,no
48,married,secondary,205,no,no,239,no
36,single,tertiary,5340,yes,no,113,no
48,single,secondary,-347,no,yes,84,no
31,single,tertiary,424,no,yes,224,no
34,single,secondary,60,no,no,274,no
33,married,tertiary,595,no,no,22,no
35,married,secondary,463,yes,no,309,no
33,single,secondary,20,yes,no,131,no
45,married,secondary,3098,yes,no,159,no
52,single,tertiary,741,no,no,63,no
39,married,tertiary,1572,no,no,1462,no
42,single,secondary,77,no,yes,152,no
53,married,secondary,234,no,no,103,no
31,married,secondary,246,no,no,159,no
46,married,secondary,311,no,no,225,no
52,married,unknown,635,no,no,228,no
57,married,secondary,283,no,no,123,no
60,married,tertiary,804,no,no,36,no
54,married,tertiary,3395,no,no,199,no
49,married,secondary,597,yes,yes,154,no
31,married,tertiary,546,no,no,147,no
50,married,secondary,684,yes,no,1834,no
58,divorced,secondary,312,no,no,398,no
46,married,secondary,4023,yes,no,131,no
55,married,primary,1086,yes,no,148,no
40,divorced,secondary,0,no,no,674,yes
52,married,tertiary,0,no,no,306,no
55,married,primary,17,no,no,196,no
45,divorced,secondary,1738,no,no,114,no
50,married,secondary,-54,yes,no,46,no
34,married,tertiary,4953,no,no,235,no
53,married,secondary,-363,yes,no,201,no
47,married,primary,124,no,no,76,no
43,married,secondary,10273,no,no,359,no
36,married,tertiary,1477,no,no,71,no
59,married,secondary,1675,no,yes,113,no
32,single,secondary,12,no,no,173,no
50,married,primary,4108,yes,no,526,yes
60,married,tertiary,0,no,no,401,yes
45,married,primary,-485,yes,no,122,no
32,single,tertiary,0,no,no,268,no
36,married,secondary,540,no,yes,95,no
36,single,tertiary,613,no,no,86,no
59,married,secondary,-131,no,no,144,no
32,married,tertiary,1390,no,no,116,no
32,single,tertiary,1010,no,no,67,no
58,married,secondary,13,no,no,92,no
30,single,secondary,-232,no,yes,118,no
33,married,secondary,277,no,no,155,no
44,married,secondary,597,yes,no,137,no
47,married,secondary,1265,no,no,137,no
33,married,secondary,83,no,no,165,no
34,married,tertiary,1048,no,no,73,no
35,married,secondary,616,no,yes,92,no
40,single,secondary,153,no,no,125,no
35,married,tertiary,175,yes,no,257,no
36,married,tertiary,1318,yes,no,100,no
59,married,secondary,-471,no,no,86,no
38,single,tertiary,470,no,no,87,no
36,married,tertiary,170,no,no,493,no
57,married,secondary,7747,no,no,102,no
30,single,secondary,-127,no,no,76,no
56,married,tertiary,79,no,no,82,no
35,married,tertiary,1654,no,no,169,no
33,married,secondary,3107,no,yes,181,no
42,single,tertiary,100,no,no,64,no
47,married,tertiary,4495,no,no,156,no
42,married,tertiary,441,no,no,296,no
30,married,tertiary,694,no,no,185,no
32,married,secondary,3469,no,no,306,no
55,married,tertiary,543,no,no,61,no
46,married,secondary,23,yes,yes,122,no
54,married,tertiary,10,no,no,150,no
38,single,tertiary,369,no,no,365,no
58,single,secondary,641,no,no,229,no
50,married,secondary,5569,no,no,103,no
35,single,secondary,5059,no,yes,115,no
46,married,tertiary,1514,no,no,94,no
47,married,tertiary,5999,yes,no,90,no
51,married,primary,2315,no,no,111,no
32,married,tertiary,663,yes,no,106,no
60,married,primary,2008,no,no,105,no
30,married,tertiary,14355,no,no,244,no
50,married,secondary,423,no,no,204,no
42,married,tertiary,-1781,yes,yes,197,no
31,married,secondary,-556,yes,no,115,no
45,married,secondary,983,yes,no,155,no
55,married,tertiary,4235,no,no,973,no
46,married,primary,1175,no,no,181,no
35,single,secondary,176,no,no,77,no
53,married,primary,787,yes,yes,119,no
32,married,secondary,150,no,yes,231,no
33,married,tertiary,35,no,no,346,no
45,married,primary,1288,no,no,399,no
56,married,secondary,317,no,no,112,no
45,married,tertiary,970,no,no,216,no
32,single,secondary,-23,no,yes,152,no
34,married,secondary,1969,no,no,252,no
37,single,tertiary,200,no,no,259,no
40,married,secondary,998,no,no,133,no
56,married,secondary,1093,no,no,89,no
51,married,tertiary,15904,no,no,504,no
45,married,secondary,1583,yes,no,84,no
35,married,tertiary,753,no,no,187,no
38,divorced,tertiary,112,yes,no,266,no
36,married,tertiary,812,no,no,99,no
50,married,primary,152,no,no,107,no
52,married,primary,1515,no,no,20,no
45,married,secondary,9680,no,no,89,no
30,married,tertiary,3330,no,no,109,no
51,married,primary,0,no,no,228,no
48,married,secondary,1403,no,no,76,no
39,married,tertiary,2666,no,no,96,no
45,married,tertiary,169,no,no,391,no
32,single,tertiary,4291,no,no,1321,yes
57,married,tertiary,6822,no,no,797,yes
50,married,secondary,1176,no,no,281,no
30,single,secondary,1,no,no,407,no
36,married,secondary,0,no,no,171,no
49,married,primary,0,yes,no,76,no
50,married,unknown,123,yes,no,276,no
56,married,secondary,445,no,no,59,no
55,married,primary,173,no,no,168,no
37,married,tertiary,489,yes,no,205,no
32,single,tertiary,577,no,no,101,no
60,married,primary,3462,no,no,125,no
32,married,tertiary,1966,no,no,436,no
48,single,secondary,309,no,no,190,no
48,married,secondary,1791,no,no,63,no
53,married,tertiary,20,yes,no,218,no
45,married,tertiary,770,no,no,65,no
53,married,tertiary,349,no,no,146,no
60,married,tertiary,6557,no,no,214,no
56,married,secondary,4719,yes,yes,82,no
33,married,tertiary,3915,no,no,65,no
33,single,tertiary,1308,no,no,194,no
37,married,tertiary,5239,no,no,67,no
37,divorced,secondary,5733,yes,no,105,no
53,married,primary,1388,no,no,139,no
40,married,secondary,192,no,no,266,no
37,married,tertiary,359,no,yes,3422,no
36,single,secondary,333,no,no,44,no
57,married,tertiary,46,no,no,238,no
44,divorced,tertiary,71,yes,no,142,no
44,married,secondary,1371,no,no,159,no
34,married,tertiary,834,no,no,182,no
55,married,secondary,2430,yes,no,231,no
51,married,tertiary,2125,no,yes,20,no
47,married,primary,675,no,no,152,no
57,married,tertiary,320,no,no,76,no
31,single,secondary,754,no,no,145,no
57,married,tertiary,4547,no,no,314,no
41,married,tertiary,231,no,no,352,yes
46,married,secondary,22,yes,no,414,no
58,married,secondary,225,no,no,122,no
35,married,tertiary,416,no,no,163,no
61,married,tertiary,746,no,no,108,no
33,single,secondary,1500,no,no,133,no
57,married,secondary,4490,no,no,101,no
51,married,secondary,0,no,no,131,no
46,married,secondary,2098,no,no,110,no
35,single,tertiary,632,no,no,141,no
30,married,tertiary,0,no,no,74,no
31,single,tertiary,53,yes,no,165,no
31,single,tertiary,319,no,yes,446,no
59,divorced,tertiary,1002,no,no,201,no
48,single,tertiary,399,no,yes,126,no
50,married,secondary,3176,no,no,670,yes
56,married,secondary,255,no,no,481,no
55,married,primary,7303,yes,no,166,no
46,divorced,secondary,-824,yes,no,429,yes
33,married,tertiary,584,yes,no,269,no
56,married,primary,1214,no,yes,105,no
31,married,tertiary,676,no,no,1182,yes
41,single,tertiary,0,no,no,408,no
57,married,secondary,256,no,no,198,no
55,married,secondary,224,no,no,180,no
42,married,primary,83,no,yes,184,no
43,married,tertiary,-334,yes,no,291,no
52,divorced,tertiary,-803,yes,no,131,no
45,married,secondary,724,yes,yes,117,no
40,divorced,tertiary,1038,no,no,162,no
34,married,tertiary,2611,no,no,235,no
49,divorced,secondary,790,yes,no,324,no
36,single,secondary,651,no,no,876,yes
36,single,tertiary,0,yes,yes,122,no
33,single,secondary,-479,no,no,235,no
31,married,primary,196,no,no,248,no
33,married,tertiary,5,yes,no,12,no
35,married,tertiary,15298,no,no,642,no
44,married,tertiary,10950,yes,no,84,no
45,divorced,secondary,2657,no,no,895,yes
56,married,secondary,1956,no,no,126,no
32,single,secondary,554,no,no,520,no
34,single,secondary,0,no,no,181,no
59,married,primary,927,no,no,1934,no
36,married,tertiary,2813,yes,no,88,no
50,married,secondary,283,yes,no,226,no
33,single,tertiary,605,no,no,452,no
48,married,secondary,127,no,yes,524,no
45,married,secondary,760,no,no,95,no
31,married,secondary,55,no,no,124,no
45,married,secondary,1181,yes,no,141,no
43,married,tertiary,5145,no,no,51,no
32,married,secondary,3360,yes,yes,365,no
41,married,tertiary,3831,yes,no,243,no
32,single,tertiary,474,yes,no,90,no
35,married,secondary,374,yes,yes,72,no
59,married,primary,6,no,no,448,no
53,married,tertiary,1945,no,no,262,no
32,single,tertiary,312,no,no,37,no
51,married,secondary,101,no,no,217,no
36,single,tertiary,227,no,yes,336,no
56,married,primary,3149,no,no,142,no
54,married,primary,1059,no,no,147,no
42,married,secondary,219,yes,yes,186,no
34,single,secondary,649,no,no,124,no
45,married,primary,1192,no,no,260,no
30,married,tertiary,0,no,no,111,no
46,married,secondary,678,no,no,96,no
47,married,primary,0,no,no,293,no
33,single,secondary,5235,no,no,67,no
34,married,secondary,7487,no,no,534,no
40,married,tertiary,162,no,no,256,no
41,married,tertiary,768,no,no,229,no
54,married,tertiary,2819,no,no,123,no
38,married,secondary,740,no,no,259,no
33,married,secondary,2376,no,no,278,no
48,married,secondary,0,no,no,163,no
37,single,tertiary,171,yes,yes,250,no
50,married,primary,506,yes,no,430,no
33,divorced,secondary,801,no,no,341,yes
51,married,primary,1138,no,no,265,no
49,married,primary,2316,no,no,35,no
55,married,tertiary,1097,yes,no,191,no
56,married,primary,0,no,no,152,no
56,married,secondary,654,no,yes,93,no
34,married,tertiary,5334,no,no,385,no
37,single,tertiary,410,no,no,542,no
32,married,tertiary,183,yes,no,112,no
33,married,secondary,6419,no,no,419,no
30,single,secondary,0,no,no,82,no
34,married,tertiary,555,yes,no,144,no
43,married,tertiary,248,no,no,229,no
53,married,secondary,1713,yes,no,160,no
52,married,secondary,5122,no,yes,218,no
34,married,tertiary,0,no,no,201,no
48,married,secondary,2,no,no,152,no
48,married,primary,174,yes,yes,36,no
52,divorced,secondary,5102,no,no,117,no
37,single,secondary,3,yes,no,90,no
47,married,secondary,231,no,no,88,no
53,married,tertiary,2327,no,no,94,no
33,married,tertiary,2126,no,no,174,no
32,single,tertiary,449,no,no,231,no
31,single,secondary,37,no,no,73,no
35,married,tertiary,-4,no,no,129,no
30,single,tertiary,1785,no,no,108,no
41,married,tertiary,1517,no,no,193,yes
47,married,secondary,7,no,no,175,no
44,married,secondary,326,yes,no,108,no
58,married,secondary,208,no,no,121,no
51,married,primary,507,yes,no,85,no
31,single,tertiary,18,no,no,82,no
33,married,primary,0,no,no,138,no
37,single,secondary,980,no,no,1306,yes
58,married,tertiary,648,no,no,110,no
60,married,tertiary,73,no,no,243,yes
45,married,tertiary,5450,no,no,188,no
44,married,tertiary,178,no,no,126,no
36,married,tertiary,162,yes,no,75,no
52,married,secondary,409,no,no,137,no
41,married,secondary,2123,no,no,130,no
52,married,secondary,900,no,no,117,no
34,single,secondary,161,no,yes,61,no
55,married,primary,2325,yes,yes,87,no
32,married,secondary,9608,no,no,114,no
34,married,tertiary,38,no,no,52,no
50,married,primary,-98,no,yes,550,no
45,married,secondary,162,no,no,130,no
31,single,tertiary,30,no,no,161,no
32,married,secondary,3333,no,no,50,no
31,married,secondary,659,yes,no,135,no
57,married,primary,2893,no,no,207,no
53,married,tertiary,-3,no,no,133,no
32,single,tertiary,0,no,no,282,no
56,divorced,tertiary,66721,no,no,442,no
31,married,secondary,379,no,no,299,no
31,single,tertiary,2978,yes,no,146,no
51,married,primary,872,no,no,82,no
32,single,tertiary,5204,no,no,31,no
41,single,secondary,413,yes,yes,292,no
60,married,secondary,1361,no,no,161,no
32,married,tertiary,1388,no,no,161,no
47,married,secondary,1108,no,no,169,no
52,married,secondary,1493,no,no,94,no
42,married,tertiary,42045,no,no,205,no
38,married,secondary,5177,no,no,102,no
33,married,tertiary,2071,no,no,106,no
53,married,tertiary,3177,no,no,92,no
31,single,tertiary,6,no,no,243,no
57,married,unknown,1463,no,no,163,no
60,married,secondary,345,yes,yes,129,no
33,married,secondary,-163,yes,yes,502,no
47,divorced,secondary,84,no,no,49,no
34,married,tertiary,-218,yes,no,126,no
50,married,primary,1064,yes,no,31,no
34,single,tertiary,370,yes,no,155,no
33,single,secondary,5833,yes,no,93,no
48,married,tertiary,0,no,yes,85,no
47,married,tertiary,902,no,no,75,no
37,married,secondary,180,no,no,215,no
41,married,tertiary,881,no,no,75,no
36,divorced,tertiary,8119,no,yes,118,no
33,single,tertiary,1909,no,no,191,no
35,married,secondary,674,no,no,87,no
30,single,tertiary,2427,no,no,261,no
31,married,tertiary,1216,no,no,150,no
